variavel,coef,pvalor,ticker,r2
const,0.021237027323832286,0.2315878340562222,BPAN4,0.24491303395497976
delta_selic,-0.03389050780477117,0.4629667702887309,BPAN4,0.24491303395497976
delta_ipca,-0.05475254699716911,0.2624785049074672,BPAN4,0.24491303395497976
var_dolar,-2.0063383259314533,0.00019861100488259301,BPAN4,0.24491303395497976
ibc_var,1.96739585434561,0.10766864721771835,BPAN4,0.24491303395497976
const,-0.0356068990916652,0.15597614216055194,BPHA3,0.1336494502092036
delta_selic,-0.03785783138145453,0.6339885312136617,BPHA3,0.1336494502092036
delta_ipca,-0.031997238815461786,0.6973094396706793,BPHA3,0.1336494502092036
var_dolar,-1.5540193608394905,0.012774954677173945,BPHA3,0.1336494502092036
ibc_var,4.923809242722806,0.17970902904525135,BPHA3,0.1336494502092036
const,0.011564803075325477,0.22165761481554394,BRAP4,0.17914099426535124
delta_selic,-0.06408234950494217,0.01639851524921933,BRAP4,0.17914099426535124
delta_ipca,-0.06519606127581037,0.02484830914620853,BRAP4,0.17914099426535124
var_dolar,-1.222196266338408,4.329908642906531e-05,BRAP4,0.17914099426535124
ibc_var,-0.13985695883839122,0.846793891314892,BRAP4,0.17914099426535124
const,-0.02186068452161552,0.4620899035375776,BRAV3,0.06877761314893005
delta_selic,-0.009543831763086999,0.8871230518935589,BRAV3,0.06877761314893005
delta_ipca,-0.054495914954695385,0.43677533369894717,BRAV3,0.06877761314893005
var_dolar,-1.2716027568959143,0.2890053198120248,BRAV3,0.06877761314893005
ibc_var,-2.846768304243645,0.2925886716615949,BRAV3,0.06877761314893005
const,0.021120085371686307,0.15995349031015238,BRBI11,0.49575964658051985
delta_selic,-0.037757157524905736,0.26622185673344795,BRBI11,0.49575964658051985
delta_ipca,-0.10318475343837147,0.00989603669214609,BRBI11,0.49575964658051985
var_dolar,-3.32631321105968,3.5438811572967855e-05,BRBI11,0.49575964658051985
ibc_var,-2.1176752872475797,0.2191355382386749,BRBI11,0.49575964658051985
const,0.003747366982288537,0.7378617521689339,BRFS3,0.03241086928366588
delta_selic,-0.0044904505874394825,0.8848857241304482,BRFS3,0.03241086928366588
delta_ipca,-0.02045649450078247,0.5531776190165683,BRFS3,0.03241086928366588
var_dolar,-0.6289175848329083,0.06570749500260463,BRFS3,0.03241086928366588
ibc_var,-0.837972213653283,0.3265471078661264,BRFS3,0.03241086928366588
const,-0.02621700841952184,0.30309246292682346,BRIT3,0.523990760249051
delta_selic,-0.11824412649464883,0.044892883824452015,BRIT3,0.523990760249051
delta_ipca,0.16837633444089647,0.05827517401658256,BRIT3,0.523990760249051
var_dolar,-3.1311212515024676,0.009735356734841593,BRIT3,0.523990760249051
ibc_var,-3.7999336317584564,0.19342045723111867,BRIT3,0.523990760249051
const,0.010553368418303809,0.2099750056249338,BRIV4,0.026329540136116214
delta_selic,-0.016514624519967658,0.4763575510654148,BRIV4,0.026329540136116214
delta_ipca,-0.007368419951150883,0.7808225737446204,BRIV4,0.026329540136116214
var_dolar,-0.3255744744913477,0.18445408267772923,BRIV4,0.026329540136116214
ibc_var,-0.4580143575178518,0.4573593097450085,BRIV4,0.026329540136116214
const,-0.005295240734370529,0.6676218089449258,BRKM5,0.051369651957323015
delta_selic,0.01950183392890983,0.5717808271084646,BRKM5,0.051369651957323015
